feature,importance
Total_Energy_kWh_lag_1,0.8971002899759059
Total_Energy_kWh_diff_1,0.08326777711591998
Electricity_kWh,0.009822047654511805
HotWater_SpaceHeating_kWh,0.004539404462342251
SpaceCooling_J,0.0025447255854413784
SpaceHeating_J,0.0025421798879556976
hour,5.567643957150372e-05
hour_cos,4.440369785725899e-05
Temperature,3.6230084016115574e-05
hour_sin,2.5544906138628766e-05
day_of_week,2.0876255612138753e-05
is_weekend,8.439347274511502e-07
