feature,importance
Total_Energy_kWh_lag_1,0.9164358745221726
hour,0.0287821253840317
Total_Energy_kWh_lag_24,0.0153335920256963
hour_sin,0.01171203313121332
Temperature,0.005497677289119239
Total_Energy_kWh_lag_2,0.005136638225818552
Total_Energy_kWh_rolling_mean_24,0.004550380417727144
Total_Energy_kWh_rolling_std_24,0.004373011560943379
GHI,0.0032648321993572933
hour_cos,0.003039066258896688
day_of_week,0.00178426044144822
is_weekend,9.05085435756582e-05
